tweet,sentiment
is soooo over school...maybe sick..all week *evil laugh*,negative
chillaxing really  Yeah man hehe,positive
#Vancouver gets tough with slum landlords..ew backed up sewage   http://bit.ly/16UrvV http://bit.ly/16UrvV,neutral
rest well!,positive
What happened to the warm?  I will commence pouting until it returns READYSETGO,neutral
i got stung. by a bee.,negative
Sitting at home watching ATL for the 2 time todayy  Waiting for Jess to come at like 630 then go get Marg and head out later to Second Sat,neutral
im feeling like ish!  i just wanna go home and go mimis,negative
I`ll try but silly silly tweetdeck being mean to me again,neutral
http://twitpic.com/4jalj - Morning world. #healthyliving update. Weight this morning 82.1kg (12st 12lbs) Going in right direction,positive
oh what a night love me some aces,positive
gaah rain for tomorrow,negative
Still working,neutral
i didnt get paid this week  roll on tuesday,neutral
what was it? I missed it.,neutral
I knew something was wrong with this guy.  Now it`s been confirmed!  Thanks for the pic!,neutral
UGH! Poor Beautiful Girl. Went in for new tires and inspection sticker. Now there`s a $590 repair and still no tires.,neutral
t`internet on blackberry fooked so no checking of the tweets and whether phill has taken up my request,neutral
You and your Yuotube links.  DENIED at work.,negative
is cheering on the Arsenal Ladies!!    and missing my M...x,neutral
Back to work today but I don`t even mind.,neutral
god peppermint mochas frappachinos are amazing...  and addicting,positive
HD full again...  http://plurk.com/p/x2eb3,neutral
Good morning guys!  Dont forget: Today is mothers day! Mommy? I LOVE YOU ! Youï¿½re the best <3,positive
that story reminds of living in Portugal,neutral
: probably not  I want to go home,neutral
Dimples was in the preview... are they not on today?  It hasn`t aired here yet... via http://twib.es/CPF,neutral
All the best with the Cup Final today. Have fun,positive
Does not feel good at all today,negative
missing his voice,negative
ur linky no worky,neutral
will be lonely for 4 days because  will be in baguio.   http://plurk.com/p/x2apl,negative
i`m kinda sad of being alone all the time i miss my brother  and my friends suck i mean no one has even called me in 2 weeks,negative
phones about to die  ttfn!,negative
R-T  30 Cool Things For Successful Entrepreneurs To Do - http://bit.ly/8w7iQ - Please Share,positive
_langley Hi guys! Guess who has Twitter on her phone now? Me!,neutral
time to go to bed... and hopefully wake up to a better day  niiiiiiiights yall,positive
woo exams nxt wk,neutral
http://twitpic.com/67ykl - The stolen purse -- when it was new from the store...see tags still on it,negative
I would of won that contest if I weren`t to have chickened out,negative
awwwww i`m such a scifi geek and StarWars is the TEN COMMANDMENTS for us geeks!!,positive
i dont get it,neutral
back from the city... breakfast time,neutral
Happy mothers day to all the mommies,positive
girl a blunt is soooooooo in my thoughts right now. I had an absolutly GREAT day with a few stressors...come home,positive
**** **** and blast!  I`m at LMHR tomorrow and Sam out   Who is running it?  I could see if she could join next week?,positive
http://twitpic.com/676hv - R.I.P Fristy just thinking abt her,negative
one thing is good enough for me. friendship retained!,positive
yep trying to beat the cold winter. Morning swim is always refreshing~ good start of day,positive
i can`t find my tennis racket!!,neutral
dual reject ...  http://tinyurl.com/mfm7tl,neutral
you are not old!!! You`re  just comfy! Like worn in sweats! Said with all the love my sarcastic heart can muster....,neutral
_fam lol it`s coming up too  probably mid june early julyish???,neutral
is feeling very happy despite the amount of work that i need to do today!!! Happy times,positive
So sleepy again and it`s not even that late. I fail once again.,negative
Just Finished My English Final...Just One Step Closer To The End.,neutral
I`M FEELING GREAT!,positive
joe: 2.30pm Kevin pics up a new pair of pjs :`) PMSL i could have died!!! lmfaoo :`) I MISS MY BOYS,negative
heyyy you  LOL wassup mamas?,neutral
awlll mann  we should meet up this summa or something!,neutral
And what`s your blog entry about?,neutral
what`s wrong?  maybe I can help?,neutral
is chilling at home,positive
no Santa cruz for me  but I do have an interview at jamba tomorrow morning (:,neutral
in the mood to listen to some Reg stuff  (Sir told me: U used to be a huge fan of mine but now it seems you`ve forgotten my songs!!!) ),neutral
aaaaaaaaaaa McFly,neutral
goodnight lovely,positive
Another two hours of work. Ugh. It goes by so slow. And im sore,negative
bowling with cousins  awesome,positive
http://twitpic.com/67wb4 - Gotta a show on Monday at 9.... hopefully my head will be better by then....,positive
i miss yoooouuuu!!!!,negative
Hey Mary! This Is My Twitter  (Karishmaa1) Luvv Youu ?,positive
u said u was gonna follow  its nita from ur live chat,neutral
would like a hug and a kiss from Eric. Long distances really really stink,negative
This is not fair... bath again....,negative
pleaseeeee .. it was the only thing I wanted for my birthdayyyy!  please say happy birthday to me!,positive
I shall annoyingly tweet at you tomorrow.,negative
I feel almost empty inside today.  Not a good feeling.,negative
schade  #tv_addict,neutral
i dont feel good! sick to my stomach,negative
loves the way the sky looks now i.e. no cloud at all.  but that would only mean that it`s ultra hot outside.... http://plurk.com/p/rpb7t,positive
How could you go to Cali without me??? I`m sad.,negative
would love to hear all of this from a Nokia perspective...,positive
_liv_lyf good to hear! Just in time for the weekend. I`ll be working though,positive
has sent Ben off to do the weekly shop  woo! xxxxx,neutral
Not by choice.  I have to use it for that one project that never ends!,neutral
It wouldn`t let me download it cos it said I`m the UK. I had a little cry.,negative
making Shell join twitter so I have a follower,neutral
has now found a bug in the RHEL5 bnx2 driver   Cant handle high packets per second (> 50k),negative
you mum sounds so humble ! what a sweet thing to ask for,positive
Getting ready 2 leave 2 a girl scout metting..Don`t feel like it but I have 2.....,negative
u already took da pic with out me,neutral
i met one of the nerdiest servers at chili`s today lol... he was awesome and i was his favorite,positive
Surely you knew this before hand? A good book or a hand held has to be essential. Just no PSPs unless you have a charger.,neutral
The Eagles make saturday nights so much better.,positive
gah. how am i supposed to study when all i do is sneeze and get even more tired.,negative
Inspite of the spams.. I can`t stop losing this twittergadget. I love twitting from Gmail,positive
is off to Body Power Expo! Thanks to Mike at Performance Network for the free tix!,positive
Thank you  ****,positive
Happy mother`s day everyone!,positive
Scratch that. Now we`re watching `marley and me`. Thinking I could stay awake better for this one.,neutral
Are you shattered after that long week?  Thats a pity about tomorrow night,neutral
just played volleyball?,neutral
My tweet is on cheaptweet.  You wanna vote for me  http://cheaptweet.com/t/syopvd,neutral
forgot she had a Twitter account.    Happy Mother`s Day!,positive
hahahaha your watching 106 too... i miss Oceans 10...,negative
awww NO. you`re not ugly.,neutral
I love it as well!,positive
So my lucky jade nacklace/matching earrings ain`t so lucky. Lost an earring. Now the chain broke on pendant,positive
there was like no1 there n tha DJ comp was hella wack... no gud DJs  but got in free so its all gud,neutral
LOL. Academy-ish. Haha. I really really miss O.B.,negative
_marie Stick with me kidd...you`ll be alright (there`s a whole sketchy world out there waiting to be taken advantage of,positive
Yippee! Happy birthday to me,positive
ugh... only 1 3/4th hour and i will be 19...,negative
sounds like a perfect way to spend a sunday evening. Enjoy,positive
Hi  Im Better... Drinking Hot Tea With honey ^^ ... Thanks... Take Care Plis,positive
A movie`s worst fate used to be 'Straight to DVD'. Now it is 'Straight to DivX' or 'Straight to Internet',negative
ooo and good luck for dundee tonight i can`t be there cos i have a ton of uni work,positive
it is on environmental studies and driving me mental,negative
i know so lame,negative
You can find more info on getonu2.com We hope to launch the project this week. Then we`ll really need some help to release it!,neutral
BORED.  would love someone to talk to.,neutral
i noo  i went to the zoo instead lol!! ru goin out 2night??? ****,neutral
Collabro w/JPhlip called 'California' was another hot one.,neutral
i havent gotten any prank calls making me laugh in so long.,neutral
i cannot sleep due to watching UKTV food. its keeps my cravings at bay. i think my bodies guna ache tomro,negative
guessing... Ran 4 miles & gym? Superman you  oxox,positive
Just made breakfast for her mom,neutral
my school is like the only one thats NOT on vacation.,neutral
*is bad ****...He still is,negative
Wants to game tonight with her friends,neutral
Okay. I`m all out of ideas,neutral
Mothers day isnt until the 31th here in sweden.But thnx for the pm`s,positive
